Roll No,Name,Gender,Age,Maths,Physics,Chemistry,English,Computer,Total Marks,Percentage,Attendance (%),Extra Curricular
stu1065,aradhana choudhri,femal,22,45,87,23,33,27,215,43.0,77.81,sport
stu1066,faraj karp,male,22,20,59,13,26,64,182,36.4,61.72,danc
stu1067,adweta ramachandran,femal,19,61,84,71,17,4,237,47.4,64.93,sport
stu1068,jackson hayr,male,18,0,54,95,57,6,212,42.4,89.1,sport
stu1069,divya hegd,femal,17,83,73,17,96,93,362,72.4,61.97,danc
stu1070,vidhi dara,femal,22,7,12,27,32,76,154,30.8,98.53,scienc club
stu1071,ishwar salvi,male,21,51,80,4,10,90,235,47.0,63.09,scienc club
stu1072,harita golla,femal,18,48,14,90,87,74,313,62.6,88.08,music
stu1073,chakradev raja,male,18,0,28,78,3,4,113,22.6,92.88,drama
stu1074,ishani halder,femal,20,29,78,6,36,44,193,38.6,99.7,danc
stu1075,tripti barad,femal,19,41,83,69,74,5,272,54.4,93.17,music
stu1076,wridesh shenoy,male,17,23,92,90,61,80,346,69.2,79.47,drama
stu1077,krish sur,male,17,32,5,54,20,21,132,26.4,73.28,sport
stu1078,advika kota,femal,18,1,32,43,96,18,190,38.0,86.7,sport
stu1079,abdul gill,male,21,58,75,45,79,7,264,52.8,92.51,scienc club
stu1080,ishwar sriniva,male,20,35,44,68,59,80,286,57.2,73.88,sport
stu1081,timothi virk,male,17,38,12,75,60,42,227,45.4,74.77,danc
stu1082,max venkatesh,male,19,35,89,87,90,83,384,76.8,85.6,sport
stu1083,divya wali,femal,19,2,70,57,32,97,258,51.6,80.49,sport
stu1085,neel dash,male,17,71,65,77,80,67,360,72.0,83.84,music
stu1086,mohini dey,femal,20,1,0,95,13,29,138,27.6,86.02,danc
stu1087,balhaar lal,male,22,68,35,62,84,29,278,55.6,89.95,danc
stu1088,pranit mall,male,19,45,18,39,96,85,283,56.6,93.29,drama
stu1089,avi pillay,male,20,24,2,35,4,43,108,21.6,81.25,sport
stu1091,oni dalal,femal,19,89,18,88,88,4,287,57.4,89.85,sport
stu1092,siddharth kapadia,male,17,20,44,94,16,90,264,52.8,79.87,danc
stu1093,vyanjana lanka,femal,21,27,97,9,63,5,201,40.2,98.22,music
stu1095,aarnav doctor,male,18,38,88,41,80,34,281,56.2,80.88,scienc club
stu1096,alexand dalal,male,19,77,5,94,24,78,278,55.6,73.05,danc
stu1097,alexand keer,male,17,9,1,30,34,84,158,31.6,63.98,drama
stu1098,jeet prabhakar,male,21,22,22,80,43,41,208,41.6,82.3,danc
stu1099,upma bala,femal,18,67,80,67,63,87,364,72.8,71.88,drama
stu1102,gaurika gour,femal,18,18,61,30,12,42,163,32.6,78.35,sport
stu1103,tara parekh,femal,18,57,40,78,95,72,342,68.4,78.48,drama
stu1104,charita ganguli,femal,22,28,86,18,38,68,238,47.6,96.74,music
stu1105,irya de,femal,17,72,41,9,70,6,198,39.6,94.42,drama
stu1107,arya sridhar,femal,19,45,94,49,45,60,293,58.6,66.19,scienc club
stu1108,omisha bhalla,femal,18,49,18,20,99,28,214,42.8,63.0,drama
stu1109,gagan yadav,male,22,3,75,23,83,71,255,51.0,83.79,drama
stu1110,unni sani,femal,20,57,37,9,75,1,179,35.8,97.08,drama
stu1111,ranveer pingl,male,22,2,99,81,28,63,273,54.6,60.71,music
stu1112,aarini tak,femal,22,14,63,19,7,47,150,30.0,65.72,scienc club
stu1113,nisha khanna,femal,18,60,73,73,15,32,253,50.6,88.39,sport
stu1114,chandani korpal,femal,21,95,49,69,31,63,307,61.4,97.34,music
stu1115,kalpit karnik,male,20,98,50,18,0,9,175,35.0,82.14,drama
stu1116,varsha edwin,femal,20,72,18,50,30,60,230,46.0,87.72,sport
stu1117,janya kari,femal,18,45,30,73,15,74,237,47.4,82.16,scienc club
stu1118,siddharth wali,male,20,72,2,7,66,89,236,47.2,90.02,sport
stu1121,anika agarw,femal,22,80,45,33,38,15,211,42.2,62.47,drama
stu1122,lopa dalia,femal,17,21,3,81,85,19,209,41.8,68.47,scienc club
stu1124,nimrat pai,femal,19,30,51,19,58,51,209,41.8,82.72,music
stu1125,prisha edwin,femal,20,43,51,81,11,97,283,56.6,85.12,drama
stu1127,nathaniel desai,male,21,21,98,46,94,54,313,62.6,76.31,danc
stu1128,upadhr garg,femal,19,54,47,77,90,7,275,55.0,74.57,sport
stu1129,harshil thakkar,male,18,69,84,12,14,26,205,41.0,99.98,music
stu1130,neel dhawan,male,20,37,54,6,60,21,178,35.6,60.25,scienc club
stu1131,jack handa,male,18,38,71,72,78,38,297,59.4,86.2,scienc club
stu1132,aarav sachdev,male,21,59,50,73,49,28,259,51.8,64.4,scienc club
stu1133,ekaja sha,femal,18,89,49,2,78,41,259,51.8,80.57,sport
stu1134,naveen mishra,male,21,83,63,18,52,59,275,55.0,76.12,scienc club
stu1135,nirja sandhu,femal,20,24,17,72,4,38,155,31.0,84.95,sport
stu1136,lopa chaudri,femal,20,78,22,22,15,8,145,29.0,66.18,danc
stu1138,hemangini narain,femal,19,99,38,47,77,73,334,66.8,80.52,music
stu1139,bhavika kaul,femal,21,25,7,20,19,98,169,33.8,89.6,music
stu1140,saumya datta,femal,19,55,48,68,85,55,311,62.2,84.07,danc
stu1141,harshil palan,male,18,57,79,83,85,18,322,64.4,80.08,sport
stu1143,yahvi jayaraman,femal,20,31,84,65,58,10,248,49.6,69.39,scienc club
stu1145,balveer bhagat,male,17,61,62,43,44,88,298,59.6,73.97,danc
stu1146,vamakshi dar,femal,20,98,0,47,95,0,240,48.0,87.23,danc
stu1147,vivaan handa,male,20,80,8,36,53,80,257,51.4,99.71,scienc club
stu1148,inaya choudhuri,femal,18,60,0,70,3,66,199,39.8,65.35,scienc club
stu1149,ansh sekhon,male,17,66,52,73,27,82,300,60.0,65.03,sport
stu1150,omaja savant,femal,22,51,76,96,38,89,350,70.0,77.07,scienc club
stu1152,upasna guha,femal,20,72,55,28,17,97,269,53.8,82.78,sport
stu1153,girish dey,male,19,81,94,38,47,56,316,63.2,93.82,drama
stu1154,viraj kala,male,18,17,22,74,82,96,291,58.2,66.25,music
stu1155,bhavini kadakia,femal,21,74,80,46,28,84,312,62.4,99.14,scienc club
stu1156,kalpit ghose,male,21,89,31,68,12,72,272,54.4,77.97,music
stu1157,azad kaur,male,20,50,2,61,7,70,190,38.0,83.67,sport
stu1158,christoph khare,male,20,77,84,24,33,50,268,53.6,68.91,drama
stu1159,ekta raman,femal,21,20,33,7,76,14,150,30.0,95.75,drama
stu1160,saksham khosla,male,19,41,88,37,65,26,257,51.4,83.28,drama
stu1161,alexand gill,male,22,22,17,41,75,80,235,47.0,76.26,music
stu1162,panini deshmukh,femal,21,46,93,95,96,73,403,80.6,89.75,scienc club
stu1164,chaaya dhaliw,femal,17,69,7,62,62,20,220,44.0,90.83,sport
stu1165,baghyawati dewan,femal,20,47,81,20,40,95,283,56.6,74.85,sport
stu1166,kiaan agarw,male,19,45,68,71,5,78,267,53.4,66.15,drama
stu1167,tanveer mittal,male,20,10,55,0,75,54,194,38.8,93.52,drama
stu1168,turvi kant,femal,19,13,74,96,51,44,278,55.6,97.9,drama
stu1170,falguni bali,femal,18,76,32,46,19,39,212,42.4,94.7,sport
stu1172,oliv oza,male,21,68,34,74,96,78,350,70.0,78.79,music
stu1173,ishanvi oommen,femal,22,76,91,21,95,58,341,68.2,88.52,drama
stu1174,bhavya hora,femal,20,80,19,17,38,95,249,49.8,89.68,scienc club
stu1175,wazir butala,male,17,13,62,27,93,12,207,41.4,94.51,drama
stu1176,zilmil dubey,femal,17,32,92,85,12,19,240,48.0,95.63,sport
stu1177,anita mammen,femal,21,94,50,40,12,0,196,39.2,84.13,music
stu1178,bishakha varughes,femal,17,40,52,12,46,39,189,37.8,93.77,sport
stu1179,manan mangal,male,22,12,95,94,81,46,328,65.6,64.19,scienc club
stu1180,wishi oza,femal,20,76,70,14,62,41,263,52.6,72.02,scienc club
stu1181,lakshit jain,male,19,73,87,89,44,11,304,60.8,83.31,danc
stu1182,anvi rajan,femal,19,33,71,38,38,16,196,39.2,74.17,scienc club
stu1183,vrishti raju,femal,20,88,0,30,76,15,209,41.8,95.28,drama
stu1185,rajeshri nazareth,femal,17,50,86,60,90,84,370,74.0,98.08,music
stu1186,upkaar yogi,male,18,23,45,75,56,96,295,59.0,68.48,music
stu1187,hemal parmer,femal,22,98,69,58,55,32,312,62.4,72.83,sport
stu1188,sarthak korpal,male,17,73,91,10,21,89,284,56.8,76.71,sport
stu1190,falan gour,male,22,98,81,55,60,10,304,60.8,61.87,music
stu1191,urishilla iyer,femal,18,71,13,87,47,61,279,55.8,84.14,music
stu1192,hiral merchant,femal,20,30,63,93,90,91,367,73.4,60.98,scienc club
stu1193,yug bhalla,male,21,26,10,65,78,46,225,45.0,93.02,danc
stu1195,vasudha lanka,femal,22,88,36,35,92,69,320,64.0,92.46,drama
stu1196,tristan mitra,male,21,23,37,38,50,14,162,32.4,87.08,danc
stu1197,niharika chaudhari,femal,21,28,64,16,51,59,218,43.6,91.63,scienc club
stu1200,jalsa sastri,femal,18,39,40,92,21,98,290,58.0,85.82,scienc club
stu1201,hredhaan wali,male,19,1,92,95,0,81,269,53.8,72.87,sport
stu1202,ira nayar,femal,17,51,41,97,35,58,282,56.4,98.28,scienc club
stu1203,jeremiah dhar,male,20,86,78,10,2,82,258,51.6,62.27,sport
stu1204,hamsini hegd,femal,21,2,99,84,3,57,245,49.0,99.47,danc
stu1205,harinakshi khalsa,femal,22,32,81,39,17,38,207,41.4,86.12,danc
stu1206,meera vya,femal,20,62,7,45,45,87,246,49.2,73.37,scienc club
stu1207,neha bumb,femal,19,4,53,13,39,62,171,34.2,63.18,drama
stu1208,jason krishnamurthi,male,20,51,77,100,1,85,314,62.8,65.88,scienc club
stu1209,raagini deshpand,femal,20,32,62,46,12,2,154,30.8,67.49,sport
stu1212,oscar kaul,male,20,53,97,73,87,91,401,80.2,83.4,danc
stu1214,teerth nadkarni,male,19,20,2,17,49,7,95,19.0,85.91,danc
stu1215,rayaan bobal,male,17,55,69,39,41,88,292,58.4,89.17,drama
stu1216,fariq prabhakar,male,18,11,32,54,17,21,135,27.0,65.03,drama
stu1217,yatan parmar,male,21,5,19,38,86,61,209,41.8,74.26,drama
stu1218,nathaniel balakrishnan,male,21,82,61,59,97,8,307,61.4,77.37,danc
stu1220,faqid sabharw,male,19,38,94,33,35,25,225,45.0,92.83,drama
stu1221,shaurya srinivasan,male,22,0,15,78,9,46,148,29.6,60.64,danc
stu1222,rachita sachdeva,femal,22,18,87,36,3,1,145,29.0,70.76,drama
stu1223,bakhshi biswa,male,20,82,45,25,26,35,213,42.6,88.57,music
stu1224,devansh bir,male,21,93,82,84,51,23,333,66.6,68.75,drama
stu1225,aachal taneja,femal,18,89,86,54,10,49,288,57.6,88.76,drama
stu1226,jalsa sarin,femal,21,13,47,69,28,58,215,43.0,81.74,danc
stu1227,ijaya jani,femal,20,36,33,52,58,100,279,55.8,72.35,drama
stu1228,jairaj sachdeva,male,19,81,34,45,56,81,297,59.4,64.82,drama
stu1229,frado prabhakar,male,18,60,44,49,65,12,230,46.0,69.78,scienc club
stu1230,gaurav wagl,male,18,23,5,54,16,45,143,28.6,97.41,danc
stu1231,kashvi jhaveri,femal,18,23,77,66,44,52,262,52.4,96.95,danc
stu1232,unnati vig,femal,20,69,7,12,30,98,216,43.2,83.11,sport
stu1233,vaishnavi bhagat,femal,19,86,86,15,36,2,225,45.0,99.01,music
stu1234,mekhala venkatesh,femal,17,80,12,45,58,32,227,45.4,91.7,music
stu1235,prisha bose,femal,17,68,57,46,100,52,323,64.6,87.25,music
stu1237,ekta keer,femal,17,87,42,67,80,59,335,67.0,69.88,music
stu1238,aryan barad,male,20,60,66,47,46,78,297,59.4,89.66,scienc club
stu1239,upadhr balan,femal,18,85,39,97,81,98,400,80.0,66.41,music
stu1240,veda chawla,femal,20,39,71,2,68,70,250,50.0,91.03,scienc club
stu1241,aarush samra,male,19,36,88,40,71,68,303,60.6,90.48,scienc club
stu1243,zaid kapoor,male,19,96,89,9,100,18,312,62.4,76.37,drama
stu1244,daksha bhatti,femal,20,13,32,13,18,13,89,17.8,73.77,music
stu1245,kavya mani,femal,21,61,42,13,76,36,228,45.6,99.51,music
stu1246,manan sant,male,20,36,26,15,19,87,183,36.6,88.0,sport
stu1248,qabil dora,male,17,51,71,60,35,54,271,54.2,85.94,drama
stu1249,faraj rege,male,18,24,0,27,37,13,101,20.2,98.7,danc
stu1250,fari saha,male,22,12,85,14,26,79,216,43.2,70.02,sport
stu1253,timothi hari,male,22,7,58,66,70,61,262,52.4,70.61,drama
stu1254,faraj raju,male,19,73,65,2,75,11,226,45.2,91.64,scienc club
stu1255,nimrat kakar,femal,20,87,77,90,21,9,284,56.8,61.94,danc
stu1256,chaitali date,femal,17,53,30,12,64,86,245,49.0,60.69,scienc club
stu1257,orind bali,male,17,2,36,68,54,11,171,34.2,60.42,scienc club
stu1258,charvi kalla,femal,19,2,95,24,68,30,219,43.8,69.19,sport
stu1259,wridesh kant,male,17,1,8,22,46,57,134,26.8,66.04,danc
stu1260,jacob sarraf,male,18,46,38,97,2,52,235,47.0,60.67,scienc club
stu1261,lakshit mutti,male,19,11,45,26,11,1,94,18.8,96.43,scienc club
stu1262,yagnesh ramaswami,male,19,62,86,34,79,28,289,57.8,68.4,danc
stu1263,utkarsh rajagopalan,male,21,15,91,51,65,20,242,48.4,61.92,danc
stu1264,bhavika vig,femal,18,28,37,89,75,74,303,60.6,64.5,scienc club
stu1266,nisha bhatti,femal,21,63,62,16,34,81,256,51.2,63.54,danc
stu1267,peter kumar,male,22,6,68,79,92,8,253,50.6,95.05,sport
stu1268,akshay sidhu,male,17,88,77,39,25,0,229,45.8,81.06,scienc club
stu1269,kritika srivastava,femal,20,94,4,8,57,32,195,39.0,91.46,music
stu1270,qabil goyal,male,18,20,98,80,23,9,230,46.0,96.94,danc
stu1271,sai kunda,femal,21,78,24,25,79,77,283,56.6,81.73,drama
stu1272,fitan raghavan,male,18,96,80,45,78,11,310,62.0,95.55,danc
stu1273,naveen dora,male,21,98,72,83,30,24,307,61.4,70.36,drama
stu1274,reva contractor,femal,20,37,47,13,51,86,234,46.8,97.28,sport
stu1275,ridhi ganesh,femal,17,93,23,59,43,3,221,44.2,82.0,scienc club
stu1276,abha chad,femal,20,22,17,62,87,51,239,47.8,78.32,danc
stu1277,ayaan viswanathan,male,18,83,33,70,61,61,308,61.6,64.04,music
stu1278,teja sampath,male,22,82,60,44,33,58,277,55.4,93.41,music
stu1281,tristan gokhal,male,18,61,54,14,46,99,274,54.8,61.2,scienc club
stu1282,farhan kala,male,19,77,56,27,1,46,207,41.4,69.68,drama
stu1283,tanay bal,male,18,85,45,22,83,53,288,57.6,82.84,music
stu1284,meghana dugar,femal,21,42,38,34,69,62,245,49.0,60.33,sport
stu1285,xiti modi,femal,21,96,98,35,99,73,401,80.2,94.84,music
stu1287,anjali sachar,femal,19,11,97,75,67,12,262,52.4,80.15,sport
stu1288,sathvik da,male,19,28,62,0,64,98,252,50.4,80.87,drama
stu1289,osha sahota,femal,17,64,66,1,50,15,196,39.2,62.34,sport
stu1290,agastya borah,male,19,4,79,6,27,87,203,40.6,62.71,scienc club
stu1293,ojasvi pathak,femal,21,84,78,90,84,48,384,76.8,79.28,scienc club
stu1294,yagnesh karp,male,20,36,86,70,43,54,289,57.8,86.91,scienc club
stu1295,rajata bhatt,femal,17,52,34,7,48,66,207,41.4,81.01,scienc club
stu1299,zayyan raju,male,18,16,70,87,70,12,255,51.0,96.76,drama
stu1300,ikshita gupta,femal,18,4,30,35,24,46,139,27.8,64.75,sport
stu1301,devika randhawa,femal,18,52,37,37,26,11,163,32.6,60.13,scienc club
stu1302,brinda nair,femal,21,20,70,37,37,10,174,34.8,71.25,scienc club
stu1303,devika sangha,femal,22,78,60,21,84,69,312,62.4,63.3,danc
stu1304,vyanjana iyer,femal,17,5,86,69,12,9,181,36.2,68.05,sport
stu1305,urishilla rajagopalan,femal,22,39,37,53,1,31,161,32.2,99.38,danc
stu1306,harish dada,male,21,19,6,88,17,80,210,42.0,65.03,music
stu1309,bimala nagar,femal,21,31,9,45,57,52,194,38.8,69.1,danc
stu1310,dalaja pai,femal,18,3,38,41,97,29,208,41.6,67.57,sport
stu1311,pavani bobal,femal,19,23,7,44,77,100,251,50.2,62.46,drama
stu1312,mitali jani,femal,20,20,100,7,98,55,280,56.0,89.04,sport
stu1313,waida pal,femal,19,59,80,27,36,7,209,41.8,73.93,drama
stu1315,qarin dass,male,19,32,45,28,31,22,158,31.6,65.86,sport
stu1317,raghav chacko,male,19,90,1,75,71,58,295,59.0,92.57,danc
stu1318,zansi sahota,femal,18,23,25,89,17,64,218,43.6,84.19,sport
stu1319,nathaniel shukla,male,19,86,47,55,37,43,268,53.6,70.14,sport
stu1320,chatura singh,male,22,67,15,54,0,18,154,30.8,93.14,drama
stu1321,omya behl,femal,18,38,93,89,66,32,318,63.6,95.29,danc
stu1323,abeer goel,male,19,41,72,40,96,37,286,57.2,84.66,scienc club
stu1324,yug dube,male,18,65,23,21,32,91,232,46.4,66.66,sport
stu1326,madhav sharma,male,19,54,53,43,62,27,239,47.8,97.76,scienc club
stu1327,rayaan thaker,male,19,68,12,37,41,100,258,51.6,76.13,scienc club
stu1329,orind pradhan,male,17,87,72,55,41,9,264,52.8,95.43,drama
stu1330,siddharth hora,male,21,15,66,40,45,20,186,37.2,72.77,drama
stu1331,reva narain,femal,22,32,81,37,5,13,168,33.6,69.33,drama
stu1332,onveer yadav,male,21,59,85,51,3,76,274,54.8,98.27,drama
stu1333,zehaan narula,male,19,90,19,79,25,9,222,44.4,62.72,sport
stu1334,vihaan sekhon,male,22,15,74,65,35,68,257,51.4,97.86,sport
stu1335,warda banerje,femal,18,97,68,27,10,15,217,43.4,73.31,sport
stu1336,charvi parikh,femal,20,39,56,62,60,18,235,47.0,91.53,drama
stu1337,urmi parekh,femal,21,9,29,55,77,66,236,47.2,99.28,drama
stu1338,gaurav varma,male,20,15,75,74,89,61,314,62.8,66.91,sport
stu1341,chaaya chakraborti,femal,18,40,48,56,43,99,286,57.2,62.07,danc
stu1342,janani sidhu,femal,19,81,7,62,33,76,259,51.8,89.22,music
stu1343,sudiksha chaudri,femal,17,90,8,71,20,95,284,56.8,84.61,music
stu1344,aarna sagar,femal,17,53,52,14,90,98,307,61.4,63.9,danc
stu1345,upadhr chawla,femal,17,86,46,80,53,98,363,72.6,92.39,music
stu1346,arin nadkarni,male,19,71,17,69,54,85,296,59.2,91.27,danc
stu1349,qarin bose,male,20,57,57,62,36,23,235,47.0,80.08,music
stu1350,jagat upadhyay,male,20,12,44,65,1,45,167,33.4,72.49,drama
stu1351,caleb bajwa,male,17,93,43,6,31,78,251,50.2,85.26,danc
stu1352,chakradhar kar,male,19,3,69,65,79,76,292,58.4,73.05,sport
stu1353,samarth patil,male,22,33,74,68,85,27,287,57.4,94.73,scienc club
stu1354,yochana kurian,femal,18,78,36,10,91,86,301,60.2,91.6,drama
stu1355,sathvik luthra,male,21,84,55,39,85,92,355,71.0,77.75,sport
stu1356,chanchal ghose,femal,19,86,47,88,40,88,349,69.8,99.44,scienc club
stu1357,dev agat,male,20,17,22,17,39,11,106,21.2,73.24,sport
stu1358,oviya roy,femal,21,5,72,13,32,43,165,33.0,81.41,drama
stu1360,baljiwan radhakrishnan,male,21,14,38,51,82,9,194,38.8,90.33,music
stu1361,falan salvi,male,21,60,78,47,95,86,366,73.2,90.04,music
stu1362,falguni nayak,femal,20,48,72,4,2,40,166,33.2,98.9,scienc club
stu1363,krish nagi,male,19,36,17,39,78,22,192,38.4,85.23,danc
stu1364,ekbal bhatia,male,18,18,39,1,35,79,172,34.4,81.12,music
stu1365,abdul tank,male,18,68,1,49,68,2,188,37.6,97.84,music
stu1366,chaman wason,femal,20,97,15,46,30,81,269,53.8,89.35,music
stu1367,lekha bhatt,femal,21,22,54,0,48,34,158,31.6,76.78,drama
stu1368,omya dubey,femal,22,69,40,22,29,29,189,37.8,90.73,music
stu1370,sachi kar,femal,17,4,65,53,26,34,182,36.4,95.0,sport
stu1371,jeremiah patel,male,19,92,76,85,9,16,278,55.6,70.45,scienc club
stu1372,lajita dora,femal,22,85,36,0,46,97,264,52.8,76.07,sport
stu1373,hardik patel,male,21,3,66,45,15,12,141,28.2,99.87,drama
stu1374,lakshit doctor,male,20,86,75,85,26,2,274,54.8,73.56,danc
stu1376,dayita da,femal,19,3,83,1,93,56,236,47.2,84.62,drama
stu1377,janya shanker,femal,18,21,12,12,34,85,164,32.8,75.78,danc
stu1378,falguni ramesh,femal,18,29,96,74,40,11,250,50.0,66.61,drama
stu1379,naveen gupta,male,19,63,35,33,4,61,196,39.2,72.87,music
stu1380,advay sarraf,male,17,58,50,22,90,68,288,57.6,83.49,music
stu1381,dalbir arya,male,17,70,9,34,100,16,229,45.8,91.0,scienc club
stu1382,raksha brar,femal,21,63,39,81,98,13,294,58.8,79.16,sport
stu1383,nilima shere,femal,20,83,3,93,17,99,295,59.0,86.75,danc
stu1384,peter bhatti,male,22,1,81,14,1,42,139,27.8,69.09,music
stu1385,harita randhawa,femal,18,11,91,84,19,19,224,44.8,77.38,scienc club
stu1386,balendra kothari,male,19,46,46,38,88,1,219,43.8,75.62,drama
stu1387,laban prashad,male,20,47,98,38,13,61,257,51.4,98.52,scienc club
stu1388,ekiya chawla,femal,19,17,38,7,63,70,195,39.0,61.67,scienc club
stu1389,triveni sahota,femal,20,19,14,12,11,5,61,12.2,87.8,scienc club
stu1390,amrita ambl,femal,20,43,64,31,84,32,254,50.8,80.88,drama
stu1391,charl nayak,male,22,97,6,5,13,61,182,36.4,71.95,danc
stu1392,manan oommen,male,19,94,91,11,0,69,265,53.0,86.84,sport
stu1393,kevin keer,male,19,0,33,10,88,61,192,38.4,76.19,music
stu1395,jeremiah gade,male,22,45,33,42,49,22,191,38.2,64.55,drama
stu1397,farhan jani,male,22,25,86,11,19,28,169,33.8,67.21,sport
stu1398,unni sood,femal,20,79,79,63,48,87,356,71.2,93.32,drama
stu1399,gautami walia,femal,19,39,78,60,26,4,207,41.4,94.23,scienc club
stu1401,yatan kala,male,20,54,57,7,76,57,251,50.2,63.05,danc
stu1402,kiaan rege,male,22,55,32,68,21,28,204,40.8,92.67,sport
stu1403,aadi bava,male,17,58,99,3,28,28,216,43.2,84.47,drama
stu1404,yasti dave,femal,19,94,7,96,51,10,258,51.6,92.22,sport
stu1406,neel hayer,male,17,17,2,28,88,72,207,41.4,72.28,sport
stu1407,frederick goswami,male,21,89,47,57,96,70,359,71.8,73.22,music
stu1408,oviya baral,femal,18,60,30,41,99,25,255,51.0,64.68,drama
stu1410,balhaar kumar,male,18,18,8,70,89,95,280,56.0,94.07,sport
stu1411,unni gill,femal,19,54,67,31,42,33,227,45.4,85.72,music
stu1412,kala gaba,femal,21,93,39,41,16,88,277,55.4,98.57,drama
stu1413,naveen pandit,male,21,30,76,32,52,42,232,46.4,64.55,drama
stu1414,thoma sant,male,22,90,12,12,92,62,268,53.6,84.88,danc
stu1416,veer tank,male,20,98,61,74,69,69,371,74.2,86.98,scienc club
stu1417,omya luthra,femal,22,22,76,69,35,75,277,55.4,92.82,scienc club
stu1418,zashil saxena,male,18,63,22,9,38,66,198,39.6,78.2,scienc club
stu1421,farhan brar,male,18,31,88,54,13,61,247,49.4,86.67,drama
stu1422,manbir dewan,male,19,9,23,53,24,66,175,35.0,91.68,drama
stu1423,faqid murti,male,20,1,30,79,57,83,250,50.0,80.09,danc
stu1424,onkar koshi,male,21,90,46,78,96,97,407,81.4,61.36,sport
stu1425,sarthak datta,male,22,30,59,49,17,6,161,32.2,94.38,music
stu1426,amol parmer,male,19,27,3,31,19,14,94,18.8,90.66,scienc club
stu1427,gavin bhat,male,17,88,75,69,49,71,352,70.4,92.38,music
stu1429,kiaan sahni,male,17,1,71,81,78,45,276,55.2,81.15,music
stu1430,devansh ganesan,male,21,72,58,85,48,6,269,53.8,90.2,danc
stu1431,shivani dutt,femal,20,92,31,96,32,92,343,68.6,80.75,music
stu1433,ikbal kari,male,18,82,15,44,86,58,285,57.0,61.63,drama
stu1434,aadhya nazareth,femal,18,21,36,96,61,4,218,43.6,61.05,danc
stu1437,gautam bhat,male,22,22,59,49,38,98,266,53.2,77.44,danc
stu1438,hritik gera,male,19,71,83,42,99,96,391,78.2,63.57,scienc club
stu1439,hamsini da,femal,18,76,12,41,14,75,218,43.6,92.4,music
stu1440,zaitra arya,femal,19,9,41,43,37,52,182,36.4,66.77,danc
stu1442,garima upadhyay,femal,20,0,92,4,97,84,277,55.4,62.78,music
stu1443,meera tata,femal,20,47,82,13,41,49,232,46.4,84.24,drama
stu1444,matthew arya,male,17,95,97,54,95,100,441,88.2,65.81,drama
stu1446,deepa choudhuri,femal,22,24,98,74,66,12,274,54.8,94.69,scienc club
stu1447,qushi dhawan,femal,18,14,75,52,7,70,218,43.6,89.18,sport
stu1448,yahvi mital,femal,17,49,51,57,20,66,243,48.6,70.6,music
stu1449,chandran rattan,male,20,18,47,14,95,6,180,36.0,74.94,music
stu1450,teja munshi,male,20,46,34,54,53,26,213,42.6,86.67,music
stu1452,triveni wason,femal,18,44,27,70,68,86,295,59.0,82.01,danc
stu1453,diya khurana,femal,20,59,12,70,84,9,234,46.8,72.78,scienc club
stu1454,georg setti,male,20,97,66,90,67,8,328,65.6,82.97,danc
stu1456,sachi ambl,femal,20,6,56,83,68,80,293,58.6,90.74,danc
stu1457,tanvi ramachandran,femal,21,45,3,97,56,6,207,41.4,63.64,danc
stu1458,tara sur,femal,19,16,47,44,57,58,222,44.4,95.77,music
stu1459,yatan khalsa,male,21,95,93,52,82,52,374,74.8,94.09,music
stu1461,yochana vora,femal,21,44,28,37,64,35,208,41.6,98.59,sport
stu1462,banjeet sundaram,male,22,49,43,33,77,73,275,55.0,71.55,drama
stu1464,alka kar,femal,21,91,2,24,25,33,175,35.0,70.95,danc
stu1465,darsh issac,male,18,0,77,24,38,23,162,32.4,77.65,danc
stu1466,abeer batra,male,22,90,76,74,18,10,268,53.6,65.87,danc
stu1467,harinakshi dubey,femal,22,66,32,24,25,26,173,34.6,89.72,sport
stu1468,vrinda chadha,femal,21,80,59,31,68,16,254,50.8,96.77,sport
stu1469,shravya choudhuri,femal,18,58,79,70,81,30,318,63.6,81.73,sport
stu1470,lucki padmanabhan,male,20,20,96,4,55,52,227,45.4,62.8,drama
stu1471,atharv babu,male,17,73,38,85,62,89,347,69.4,69.33,scienc club
stu1472,fara hayer,male,20,91,34,39,47,49,260,52.0,86.83,drama
stu1473,owen kala,male,22,3,15,2,99,76,195,39.0,66.88,music
stu1474,aradhana sarma,femal,21,49,46,21,93,55,264,52.8,66.46,scienc club
stu1475,advika pau,femal,20,36,65,45,60,24,230,46.0,63.21,music
stu1476,ekaraj deo,male,20,71,60,2,51,73,257,51.4,65.67,music
stu1477,eta dada,femal,17,2,32,90,64,69,257,51.4,92.48,danc
stu1478,ranveer soni,male,22,28,8,69,5,76,186,37.2,81.65,music
stu1479,wakeeta dani,femal,17,71,70,13,93,44,291,58.2,68.06,scienc club
stu1480,charvi khatri,femal,19,31,37,75,28,12,183,36.6,74.14,danc
stu1481,varsha chaudri,femal,19,40,89,51,16,57,253,50.6,67.08,sport
stu1482,chatresh khare,male,19,24,61,68,55,20,228,45.6,69.38,scienc club
stu1483,lakshit varughes,male,20,55,17,34,0,52,158,31.6,71.26,music
stu1484,charan viswanathan,male,17,41,12,69,1,58,181,36.2,91.35,music
stu1485,rachana kamdar,femal,22,90,99,83,79,9,360,72.0,88.81,scienc club
stu1486,upadhr malhotra,femal,20,21,65,54,70,23,233,46.6,93.99,danc
