Roll No,Name,Gender,Age,Maths,Physics,Chemistry,English,Computer,Total Marks,Percentage,Attendance (%),Extra Curricular
STU3096,Champak Basu,Male,21,16,67,46,65,47,241,48.2,63.93,None
STU3097,Reyansh Deshpande,Male,22,41,72,12,21,28,174,34.8,95.53,Science Club
STU3098,Jeremiah Bhargava,Male,20,47,34,8,63,76,228,45.6,71.2,None
STU3099,Meera Dass,Female,17,64,94,13,45,32,248,49.6,98.75,None
STU3100,Farhan Lad,Male,20,19,75,79,58,95,326,65.2,64.87,Science Club
STU3101,Nisha Choudhary,Female,17,19,100,34,44,33,230,46,61.61,None
STU3102,Nisha Bava,Female,17,20,93,75,83,49,320,64,67.33,None
STU3103,Zilmil Deol,Female,19,18,31,18,59,19,145,29,79.51,Dance
STU3104,Falan Kadakia,Male,22,20,33,27,60,19,159,31.8,75.11,Music
STU3105,Qushi Hayer,Female,19,89,13,99,15,14,230,46,83.78,Sports
STU3106,Veda Bir,Female,19,7,34,65,55,98,259,51.8,74.57,None
STU3107,Nihal Zachariah,Male,22,63,95,76,100,46,380,76,81.98,Drama
STU3108,Nidhi Bhavsar,Female,20,21,33,92,72,77,295,59,82.36,Sports
STU3109,Oviya Bakshi,Female,17,14,36,71,1,10,132,26.4,89.24,None
STU3110,Jagrati Tak,Female,21,28,11,73,38,21,171,34.2,92.73,Music
STU3111,Gautami Varma,Female,19,45,22,17,89,15,188,37.6,77.47,None
STU3112,Madhavi Chada,Female,19,74,66,41,85,80,346,69.2,83.8,Science Club
STU3113,Kalpit Ram,Male,19,56,90,41,56,31,274,54.8,61.82,Science Club
STU3114,Manthan Wason,Male,21,78,84,38,3,62,265,53,99.89,Music
STU3115,Prisha Loke,Female,19,28,52,6,83,45,214,42.8,76.15,Sports
STU3116,Elijah Balan,Male,17,22,26,4,52,20,124,24.8,70.85,Music
STU3117,Maanav Kale,Male,19,13,56,7,92,32,200,40,73.45,Music
STU3118,Ishani Madan,Female,19,75,26,24,47,24,196,39.2,92.85,Sports
STU3119,Chatura Nayak,Male,22,100,23,20,99,51,293,58.6,68.13,Dance
STU3120,Kala Das,Female,17,64,71,74,49,54,312,62.4,67.4,Dance
STU3121,Lohit Upadhyay,Male,19,86,13,27,0,59,185,37,92.12,Science Club
STU3122,Meera Baria,Female,17,58,14,61,38,36,207,41.4,92.94,None
STU3123,Nitara Bose,Female,18,13,29,24,49,64,179,35.8,96.98,None
STU3124,Vritti Wagle,Female,22,34,22,67,60,65,248,49.6,84.76,Sports
STU3125,Manya Brahmbhatt,Female,20,51,60,71,87,21,290,58,93.54,Science Club
STU3126,Darsh Basak,Male,22,23,37,5,99,31,195,39,83.7,Science Club
STU3127,Isaac Dua,Male,22,33,25,81,52,18,209,41.8,88.31,None
STU3128,Zayan De,Male,17,23,86,82,93,69,353,70.6,76.39,Science Club
STU3129,Chakradev Shankar,Male,20,86,5,55,73,29,248,49.6,94.64,Dance
STU3130,Chanakya Manne,Male,19,17,92,14,93,57,273,54.6,67.5,Sports
STU3131,Nirja Vala,Female,20,24,75,69,23,78,269,53.8,84.3,Drama
STU3132,Jeremiah Bobal,Male,17,19,70,90,67,59,305,61,95.31,None
STU3133,Yash Sathe,Male,18,88,18,11,40,67,224,44.8,94.68,None
STU3134,Ryan Sura,Male,21,54,94,24,71,47,290,58,77.41,Drama
STU3135,Aishani Shanker,Female,18,74,28,90,1,50,243,48.6,65.13,Dance
STU3136,Omkaar Peri,Male,19,40,17,4,16,78,155,31,78.53,Drama
STU3137,Vasatika Sha,Female,18,89,10,26,63,27,215,43,79.95,Sports
STU3138,Sanaya Kata,Female,18,100,70,0,73,59,302,60.4,63.29,Drama
STU3139,Anya Sawhney,Female,17,81,56,92,100,40,369,73.8,72.49,Drama
STU3140,Sarthak Barman,Male,22,89,16,63,40,43,251,50.2,71.41,Science Club
STU3141,Ekbal Nagi,Male,17,22,39,26,8,39,134,26.8,74.6,Science Club
STU3142,Wriddhish Ravel,Male,17,24,88,26,53,96,287,57.4,99.13,None
STU3143,Ridhi Kalla,Female,18,95,30,46,78,89,338,67.6,80.08,Sports
STU3144,Chaitaly Rajagopalan,Female,21,27,57,49,31,57,221,44.2,74.04,Science Club
STU3145,Zaitra Varty,Female,22,21,67,8,0,7,103,20.6,92.74,Drama
STU3146,Lajita Rout,Female,22,40,76,7,54,69,246,49.2,70.45,Science Club
STU3147,Hitesh Dugar,Male,18,88,56,34,92,20,290,58,67.56,Drama
STU3148,Isaiah Misra,Male,22,97,27,13,25,56,218,43.6,69.96,None
STU3149,Ayush Mohanty,Male,18,46,56,29,43,83,257,51.4,75.45,Sports
STU3150,Rachit Kala,Male,22,15,60,4,86,32,197,39.4,86.12,Drama
STU3151,Upasna Mammen,Female,20,98,44,43,68,92,345,69,66.67,Dance
STU3152,Gavin Gour,Male,18,76,36,7,70,44,233,46.6,89.59,Music
STU3153,Leena Ben,Female,19,12,94,38,96,20,260,52,98.16,Science Club
STU3154,Brijesh Kala,Male,20,74,94,59,93,91,411,82.2,61.66,Sports
STU3155,Lekha Gole,Female,20,24,17,15,37,82,175,35,60.33,Drama
STU3156,Christopher Gaba,Male,18,95,8,28,29,61,221,44.2,68.32,Music
STU3157,Ekbal Srivastava,Male,18,19,2,78,44,10,153,30.6,78.18,Dance
STU3158,Yashica Pathak,Female,20,56,55,83,50,17,261,52.2,99.42,Dance
STU3159,Gaurika Mannan,Female,19,100,5,23,25,92,245,49,73.65,Science Club
STU3160,Om Randhawa,Male,22,55,93,41,80,6,275,55,85.45,Sports
STU3161,Frederick Dyal,Male,17,19,90,6,92,26,233,46.6,74.94,Science Club
STU3162,Caleb Butala,Male,17,17,72,55,23,79,246,49.2,81.36,Drama
STU3163,Bimala Purohit,Female,20,94,42,33,3,62,234,46.8,97.61,Sports
STU3164,Harinakshi Narang,Female,21,40,97,1,4,100,242,48.4,96.75,Sports
STU3165,Anusha Apte,Female,22,51,31,3,77,46,208,41.6,72.23,Drama
STU3166,Zayyan Srivastava,Male,17,20,21,43,84,92,260,52,98.41,Sports
STU3167,Wyatt Varty,Male,20,27,27,59,78,91,282,56.4,64.32,None
STU3168,Meera Dar,Female,22,57,65,25,8,13,168,33.6,68.24,None
STU3169,Nilima Rao,Female,22,12,6,90,56,37,201,40.2,75.5,Science Club
STU3170,Devansh Nadig,Male,22,58,15,26,13,94,206,41.2,97.63,Sports
STU3171,Mahika Sibal,Female,22,67,73,33,9,77,259,51.8,72.56,Dance
STU3172,Charvi Ray,Female,17,28,35,9,26,81,179,35.8,63.85,Dance
STU3173,Janaki Shankar,Female,18,65,53,30,55,15,218,43.6,85.45,Science Club
STU3174,Nisha Walia,Female,19,68,28,75,17,17,205,41,75.79,Dance
STU3175,Wazir Char,Male,20,53,28,0,88,82,251,50.2,79.53,Music
STU3176,Lucky Nadig,Male,21,68,92,35,28,16,239,47.8,75.51,Dance
STU3177,Bhavani Dyal,Female,22,46,84,50,1,67,248,49.6,68.56,Sports
STU3178,Anjali Kuruvilla,Female,22,76,52,97,10,23,258,51.6,98.3,Drama
STU3179,Udarsh Pillai,Male,22,9,89,42,35,35,210,42,80.64,Drama
STU3180,Aarush Vora,Male,17,98,15,5,100,90,308,61.6,75.25,Music
STU3181,Pallavi Gopal,Female,20,38,49,68,98,31,284,56.8,82.6,Sports
STU3182,Qadim Shetty,Male,18,41,15,22,98,0,176,35.2,84.39,Drama
STU3183,Mohammed Goswami,Male,19,66,25,65,1,79,236,47.2,93.96,Drama
STU3184,Tanvi Sibal,Female,22,18,21,84,74,95,292,58.4,81.13,Dance
STU3185,Amol Saha,Male,17,99,52,80,31,50,312,62.4,88.19,Drama
STU3186,Chandani Kant,Female,20,62,68,67,62,56,315,63,85.78,Science Club
STU3187,Charles Sodhi,Male,19,46,95,60,57,70,328,65.6,97.65,Music
STU3188,Darsh Setty,Male,21,34,22,52,49,66,223,44.6,99.85,Sports
STU3189,Nikita Viswanathan,Female,18,40,87,73,7,36,243,48.6,91.52,Dance
STU3190,Ethan Sule,Male,22,32,14,83,25,68,222,44.4,69.7,None
STU3191,Nachiket Palan,Male,19,2,82,39,73,60,256,51.2,97.88,Music
STU3192,Yachana Pillai,Female,20,25,88,18,94,36,261,52.2,80.94,Dance
STU3193,Aayush Madan,Male,20,38,0,32,85,66,221,44.2,90.23,Dance
STU3194,Anjali Wadhwa,Female,17,19,0,65,61,26,171,34.2,93.36,Drama
STU3195,Andrew Nayar,Male,21,54,6,64,97,40,261,52.2,80.8,Drama
STU3196,Tristan Chahal,Male,22,66,44,21,39,57,227,45.4,68.96,Sports
STU3197,Saanvi Aggarwal,Female,20,55,13,30,66,17,181,36.2,72.77,Science Club
STU3198,Sai Varughese,Female,19,80,3,66,96,76,321,64.2,78.15,Drama
STU3199,Amrita Kohli,Female,22,68,54,20,25,97,264,52.8,68.42,Science Club
STU3200,Bhavna Chandran,Female,20,25,43,78,18,82,246,49.2,77.08,None
STU3201,Ekiya Ramakrishnan,Female,19,90,34,40,52,61,277,55.4,72.69,None
STU3202,Lavanya Dixit,Female,19,7,1,51,7,89,155,31,67.98,Sports
STU3203,Azaan Shanker,Male,22,15,59,34,89,5,202,40.4,79.76,Sports
STU3204,Matthew Shukla,Male,22,81,63,2,67,22,235,47,65.85,None
STU3205,Bakhshi Saha,Male,17,93,81,1,70,77,322,64.4,71.58,Drama
STU3206,Peter Kumer,Male,22,61,25,28,8,11,133,26.6,91.75,Science Club
STU3207,Fitan Sampath,Male,20,76,30,92,23,22,243,48.6,78.21,Drama
STU3208,Lipika Randhawa,Female,18,25,49,69,88,64,295,59,66.56,Sports
STU3209,Ojasvi Brar,Female,19,8,12,46,98,31,195,39,80.06,Sports
STU3210,Darsh Bains,Male,17,87,58,67,7,99,318,63.6,69.31,None
STU3211,Geetika Prasad,Female,19,35,16,34,32,34,151,30.2,82.97,Dance
STU3212,Ekiya Vaidya,Female,19,19,24,72,70,82,267,53.4,75.04,Music
STU3213,Harish Thaman,Male,20,80,4,17,26,79,206,41.2,81.63,Dance
STU3214,Rachita Ramachandran,Female,20,41,95,16,63,50,265,53,66.42,Drama
STU3215,Orinder Deo,Male,18,48,58,63,58,27,254,50.8,60.82,Music
STU3216,Anvi Deep,Female,21,74,85,33,49,6,247,49.4,75.58,Dance
STU3217,Raagini Prakash,Female,18,100,72,23,30,51,276,55.2,92.87,Science Club
STU3218,Tara Bhatnagar,Female,20,34,62,90,69,51,306,61.2,99.08,Drama
STU3219,Wakeeta Manne,Female,19,16,55,78,72,54,275,55,60.19,Music
STU3220,Vaishnavi Dugal,Female,17,58,18,22,43,5,146,29.2,80.85,Music
STU3221,Laban Sami,Male,17,37,47,28,75,29,216,43.2,97.42,None
STU3222,Raagini Sagar,Female,19,45,94,20,29,17,205,41,95.53,None
STU3223,Lekha Sangha,Female,20,11,24,80,23,20,158,31.6,60.16,Dance
STU3224,Bhavika Sule,Female,18,45,19,23,8,45,140,28,94.94,Drama
STU3225,Orinder Thakkar,Male,17,97,18,57,30,98,300,60,83.51,None
STU3226,Leela Natarajan,Female,19,45,85,88,68,66,352,70.4,86.66,Music
STU3227,Ekalinga Pillay,Male,20,88,72,48,46,47,301,60.2,96.09,Music
STU3228,Reva Thakur,Female,20,57,77,70,54,10,268,53.6,87.64,Music
STU3229,Chandresh Sinha,Male,22,32,55,63,81,15,246,49.2,89.8,Drama
STU3230,Avi Shroff,Male,20,53,38,45,70,8,214,42.8,62.02,Music
STU3231,Vansha Wagle,Female,22,40,36,8,24,32,140,28,72.63,None
STU3232,Aryan Saran,Male,17,66,19,61,86,89,321,64.2,85.7,Science Club
STU3233,Maya Tailor,Female,21,89,39,5,100,38,271,54.2,89.92,Drama
STU3234,Yashodhara Chadha,Female,17,79,40,74,99,57,349,69.8,95.64,Dance
STU3235,Kai Karpe,Male,22,90,17,79,59,72,317,63.4,99.39,Drama
STU3236,Victor Varughese,Male,21,68,70,72,46,42,298,59.6,65.45,Science Club
STU3237,Amrita Batta,Female,17,65,63,63,72,46,309,61.8,95.97,Drama
STU3238,Nandini Mani,Female,19,94,57,2,4,8,165,33,98.11,Sports
STU3239,Ayaan Gera,Male,17,59,47,53,52,81,292,58.4,95.08,Dance
STU3240,Daniel Dewan,Male,18,42,18,48,66,63,237,47.4,95.46,Dance
STU3241,Vrishti Sachdeva,Female,18,86,7,26,2,48,169,33.8,84.59,Music
STU3242,Jai Sunder,Male,17,52,71,30,31,89,273,54.6,72.21,None
STU3243,Anay Varughese,Male,21,0,25,69,65,58,217,43.4,73.44,None
STU3244,Owen Basak,Male,22,36,92,5,63,54,250,50,95.59,Music
STU3245,Zarna Garde,Female,17,63,95,69,86,82,395,79,70.59,Science Club
STU3246,Tristan Ramaswamy,Male,20,0,85,91,55,44,275,55,96.55,Music
STU3247,Atharv Agrawal,Male,22,90,48,0,11,46,195,39,76.91,None
STU3248,Anusha Suri,Female,17,31,63,3,67,63,227,45.4,93.4,None
STU3249,Nachiket Karan,Male,19,11,72,89,5,72,249,49.8,90.07,Sports
STU3250,Keya Viswanathan,Female,17,65,27,86,63,44,285,57,88.23,Dance
STU3251,Maanas Memon,Male,21,17,66,61,86,41,271,54.2,62.5,Science Club
STU3252,Viraj Choudhry,Male,21,100,77,25,49,27,278,55.6,90.23,Music
STU3253,Manbir Bala,Male,21,15,13,11,61,30,130,26,93.38,Science Club
STU3254,Pavani Singhal,Female,22,72,2,81,0,26,181,36.2,76.16,None
STU3255,Vasatika Nadkarni,Female,18,31,13,0,16,51,111,22.2,91.6,None
STU3256,Chaitaly Contractor,Female,21,59,29,65,19,45,217,43.4,62.2,Science Club
STU3257,Unni Deshpande,Female,22,79,68,33,65,79,324,64.8,95.61,Science Club
STU3258,Nicholas Boase,Male,17,15,61,39,93,58,266,53.2,72.61,Dance
STU3259,Qadim Sarma,Male,22,75,39,20,59,80,273,54.6,60.87,Music
STU3260,Yoshita Das,Female,22,41,13,78,25,45,202,40.4,91.21,Dance
STU3261,Teerth Goda,Male,20,36,87,33,77,9,242,48.4,66.36,Science Club
STU3262,Janya Kala,Female,17,60,18,58,18,43,197,39.4,82.27,Drama
STU3263,Chakradhar Golla,Male,17,33,18,39,67,81,238,47.6,66.24,Sports
STU3264,Harini Date,Female,20,100,100,13,50,96,359,71.8,88.38,None
STU3265,Aryan Gour,Male,18,9,79,74,17,3,182,36.4,64.34,Sports
STU3266,Agastya Rout,Male,21,84,87,13,59,30,273,54.6,65.01,Sports
STU3267,Parth Brahmbhatt,Male,22,44,82,1,8,41,176,35.2,64.92,None
STU3268,Nitesh Nath,Male,18,37,14,15,27,3,96,19.2,69.56,Sports
STU3269,Neel Saraf,Male,17,42,99,88,0,45,274,54.8,80.5,Drama
STU3270,Ekantika Kashyap,Female,18,72,38,40,49,73,272,54.4,79.03,Drama
STU3271,Hemangini Tandon,Female,17,90,5,44,22,56,217,43.4,81.87,None
STU3272,Ekta Muni,Female,18,63,34,12,85,63,257,51.4,76.3,Music
STU3273,Imaran Buch,Male,20,31,75,60,43,57,266,53.2,93.64,Sports
STU3274,Yochana Master,Female,21,23,65,64,54,75,281,56.2,95.95,None
STU3275,Falguni Venkataraman,Female,17,78,96,1,17,0,192,38.4,76.3,Music
STU3276,Tanmayi Bhatti,Female,17,36,78,23,13,47,197,39.4,85.81,None
STU3277,Chaman Dara,Female,19,12,18,86,52,0,168,33.6,75.45,None
STU3278,Ekanta Lala,Female,18,5,71,69,6,83,234,46.8,84.44,None
STU3279,Kala Mody,Female,20,69,87,40,15,15,226,45.2,60.43,Music
STU3280,Frado Vaidya,Male,18,51,86,84,1,13,235,47,77.5,Dance
STU3281,Isha Prakash,Female,17,92,75,95,7,35,304,60.8,68.57,Drama
STU3282,Daksh Bhatia,Male,17,78,18,72,28,41,237,47.4,98.39,Music
STU3283,Janya Rau,Female,18,46,54,35,58,86,279,55.8,83.16,Music
STU3284,Chandresh Devan,Male,19,46,46,4,2,76,174,34.8,75.61,Music
STU3285,Jai Prashad,Male,20,1,81,27,48,46,203,40.6,75.2,Science Club
STU3286,Ansh Gala,Male,17,14,65,43,77,78,277,55.4,83.01,None
STU3287,Pavani Rajan,Female,18,37,70,69,2,18,196,39.2,91.18,Dance
STU3288,Jairaj Khalsa,Male,18,56,12,50,87,1,206,41.2,81.77,Drama
STU3289,Eta Doshi,Female,19,38,61,52,0,75,226,45.2,68.64,None
STU3290,Yahvi Nadig,Female,19,15,100,93,23,49,280,56,99.59,Dance
STU3291,Banjeet Madan,Male,17,51,52,0,16,68,187,37.4,63.62,Music
STU3292,Avni Sood,Female,17,2,23,65,11,12,113,22.6,75.16,Music
STU3293,Janaki Sinha,Female,18,62,2,34,66,53,217,43.4,93.79,Dance
STU3294,Sachi Sen,Female,17,57,43,60,63,81,304,60.8,66.52,Drama
STU3295,Prisha Arora,Female,18,43,42,47,17,8,157,31.4,69.35,None
STU3296,Dayamai Nori,Female,18,20,11,73,100,75,279,55.8,82.84,Dance
STU3297,Aayush Pradhan,Male,21,76,78,56,82,26,318,63.6,91,Dance
STU3298,Aadhya Kohli,Female,20,60,94,23,12,95,284,56.8,64.62,Science Club
STU3299,Banjeet Virk,Male,22,57,22,12,56,65,212,42.4,72.53,Science Club
STU3300,Pahal Bains,Female,22,4,6,55,95,12,172,34.4,99.97,None
STU3301,Manan Varghese,Male,17,99,94,54,60,71,378,75.6,66.67,Sports
STU3302,Rishi Patil,Male,18,35,100,26,31,96,288,57.6,71.55,Drama
STU3303,Xiti Kalita,Female,19,60,78,57,84,83,362,72.4,77.77,Music
STU3304,Aishani Gara,Female,17,4,37,70,48,79,238,47.6,74.05,Music
STU3305,Samar Sundaram,Male,21,56,11,78,2,100,247,49.4,99.89,Dance
STU3306,Azaan Nair,Male,17,74,35,54,60,5,228,45.6,72.8,Sports
STU3307,Krishna Grewal,Female,20,60,1,4,48,71,184,36.8,83.96,Science Club
STU3308,Ganga Gade,Female,20,74,65,66,26,30,261,52.2,78.07,Sports
STU3309,Rachana Ram,Female,17,81,0,31,61,56,229,45.8,72.69,Science Club
STU3310,Leena Narayan,Female,19,42,17,5,85,91,240,48,98.36,None
STU3311,Vedhika Hayre,Female,20,16,74,42,28,73,233,46.6,60.26,Music
STU3312,Banjeet Dara,Male,19,0,95,59,30,16,200,40,61.8,Dance
STU3313,Gautami Ramakrishnan,Female,19,96,46,48,42,25,257,51.4,97.52,None
STU3314,Indali Dutta,Female,22,23,51,13,64,87,238,47.6,89.07,Drama
STU3315,Wridesh Sridhar,Male,21,76,21,30,84,5,216,43.2,75.56,Science Club
STU3316,Eiravati Shetty,Female,17,35,65,41,64,53,258,51.6,65.96,Drama
STU3317,Harish Garde,Male,17,70,89,82,58,29,328,65.6,99.04,Science Club
STU3318,Kala Patla,Female,17,64,49,4,66,24,207,41.4,73,None
STU3319,Yashawini Sekhon,Female,18,33,32,16,32,82,195,39,87.78,Dance
STU3320,Qushi Doctor,Female,21,74,3,51,8,60,196,39.2,69.25,Drama
STU3321,Tanmayi Saha,Female,21,66,17,67,7,0,157,31.4,73.54,Drama
STU3322,Jagvi Mukherjee,Female,20,97,35,61,62,8,263,52.6,80.38,None
STU3323,Samarth Datta,Male,22,9,63,62,88,88,310,62,97.01,Drama
STU3324,Eshana Sarkar,Female,19,22,94,57,53,36,262,52.4,72,Sports
STU3325,Praneel Garg,Male,19,83,7,31,46,41,208,41.6,75.18,Music
STU3326,Isaiah Mahajan,Male,21,67,69,76,68,80,360,72,82.97,Music
STU3327,Rudra Thakkar,Male,20,37,100,85,68,85,375,75,86.92,Science Club
STU3328,Faras Upadhyay,Male,19,16,42,89,69,53,269,53.8,95.41,Music
STU3329,Alexander Pandya,Male,21,41,13,37,11,77,179,35.8,89.49,Dance
STU3330,Daksha Ahluwalia,Female,17,80,85,45,11,25,246,49.2,74.74,None
STU3331,Faras Arora,Male,19,41,0,85,99,44,269,53.8,65.13,Sports
STU3332,Ekapad Prakash,Male,20,6,15,43,52,81,197,39.4,73.54,Music
STU3333,Gautami Goel,Female,20,94,82,14,21,28,239,47.8,98.84,Sports
STU3334,Bhavika Bandi,Female,20,99,38,100,43,35,315,63,61.15,None
STU3335,Bhavani Babu,Female,18,0,100,34,10,3,147,29.4,87.33,Science Club
STU3336,Hemang Srivastava,Male,21,71,63,47,9,92,282,56.4,98.26,Sports
STU3337,Yatin Prashad,Male,21,41,0,46,70,24,181,36.2,81.81,None
STU3338,Ekalinga Viswanathan,Male,18,84,75,73,24,67,323,64.6,70.64,Dance
STU3339,Yug Krish,Male,17,75,99,17,83,74,348,69.6,72.37,Science Club
STU3340,Advaith Prabhu,Male,17,9,92,53,21,21,196,39.2,84.33,Science Club
STU3341,Ojasvi Saran,Female,17,66,53,78,14,31,242,48.4,97.33,Dance
STU3342,Priya Mand,Female,22,51,64,65,22,11,213,42.6,84.93,Dance
STU3343,Chatura Goda,Male,19,72,90,69,21,11,263,52.6,88.73,Music
STU3344,Ishani Anne,Female,19,22,51,3,48,70,194,38.8,91.04,Dance
STU3345,Veda Varghese,Female,22,31,8,6,32,35,112,22.4,95.34,Dance
STU3346,Ekani Date,Female,22,18,62,70,60,86,296,59.2,88.99,Drama
STU3347,Dayita Vohra,Female,19,66,61,90,14,0,231,46.2,70.93,Dance
STU3348,Widisha Shah,Female,19,42,23,27,69,37,198,39.6,78.48,None
STU3349,Harinakshi Palla,Female,21,71,44,55,85,7,262,52.4,97.6,Drama
STU3350,Amruta Grover,Female,19,46,63,33,57,36,235,47,85.37,Sports
STU3351,George Comar,Male,18,31,18,28,100,26,203,40.6,89.58,Drama
STU3352,Damyanti Mane,Female,22,78,53,42,78,19,270,54,72.1,Drama
STU3353,Radha Rout,Female,22,44,33,14,96,11,198,39.6,99.21,None
STU3354,Meera Andra,Female,21,100,12,94,19,80,305,61,66.61,Science Club
STU3355,Advik Kata,Male,22,34,2,20,31,70,157,31.4,61.83,None
STU3356,Banjeet Parsa,Male,20,30,29,88,70,17,234,46.8,94.02,Science Club
STU3357,Shravya Buch,Female,21,70,57,26,84,32,269,53.8,84.13,Music
STU3358,Faqid Din,Male,19,42,61,18,98,41,260,52,77.19,None
STU3359,Champak Bhattacharyya,Male,19,60,89,12,99,65,325,65,61.76,Dance
STU3360,Laban Varma,Male,17,88,82,23,76,35,304,60.8,68.6,Music
STU3361,Dalbir Rajan,Male,21,68,37,79,44,57,285,57,79.16,Science Club
STU3362,Aadi Dugar,Male,19,64,93,38,47,14,256,51.2,98.08,Sports
STU3363,Timothy Swamy,Male,19,29,39,94,51,87,300,60,79.11,Dance
STU3364,Lopa Ramakrishnan,Female,21,80,27,66,37,74,284,56.8,69.33,Science Club
STU3365,Fariq Kalita,Male,18,56,25,88,77,75,321,64.2,90.51,Music
STU3366,Dev Palla,Male,22,52,96,52,61,89,350,70,86.37,Sports
STU3367,Jagat Saxena,Male,19,22,85,56,20,69,252,50.4,81.62,Sports
STU3368,Quincy Mital,Male,17,18,68,82,49,73,290,58,78.42,None
STU3369,Odika Mallick,Female,19,18,60,1,14,41,134,26.8,82.26,Drama
STU3370,Adya Chahal,Female,20,98,68,35,86,25,312,62.4,89.35,Sports
STU3371,Lajita Palla,Female,18,92,23,81,74,90,360,72,72.35,Music
STU3372,Thomas Virk,Male,17,90,49,35,81,83,338,67.6,84.71,Dance
STU3373,Laban Bath,Male,22,97,33,93,1,69,293,58.6,64.04,Music
STU3374,Arin Ramaswamy,Male,20,92,14,35,68,89,298,59.6,71.59,Science Club
STU3375,Shivani Thakkar,Female,19,20,93,46,75,84,318,63.6,65.4,Drama
STU3376,Qushi Kale,Female,17,35,58,96,65,72,326,65.2,90.86,Music
STU3377,Kevin Bir,Male,20,14,32,37,18,99,200,40,90.86,None
STU3378,Quincy Srivastava,Male,18,0,59,72,12,30,173,34.6,98.96,Sports
STU3379,Laksh Shroff,Male,19,99,46,96,6,21,268,53.6,71.7,Music
STU3380,Waida Luthra,Female,22,8,75,23,14,74,194,38.8,98.66,Science Club
STU3381,Vanya Arora,Female,19,8,42,35,13,63,161,32.2,79.13,Music
STU3382,Yadavi Vyas,Female,18,85,7,20,4,37,153,30.6,67.9,Music
STU3383,Ikshita Tank,Female,19,56,33,27,39,73,228,45.6,72.76,None
STU3384,Darika Jaggi,Female,18,55,35,25,6,25,146,29.2,60.35,Music
STU3385,Tanvi Contractor,Female,17,100,27,65,81,99,372,74.4,62.19,Dance
STU3386,Amrita Mallick,Female,20,100,93,16,96,39,344,68.8,76.24,Music
STU3387,Vedant Shroff,Male,17,86,2,96,17,58,259,51.8,77.73,Sports
STU3388,Victor Ratta,Male,19,86,23,40,67,54,270,54,97.92,Drama
STU3389,Kevin Bains,Male,20,24,90,80,30,52,276,55.2,82.66,Dance
STU3390,Imaran Shetty,Male,21,21,4,12,98,86,221,44.2,82.46,Music
STU3391,Suhani Naidu,Female,22,18,81,47,40,66,252,50.4,81.76,Dance
STU3392,Harish Roy,Male,21,1,57,21,62,16,157,31.4,98.38,Music
STU3393,Praneel Narayan,Male,20,17,100,28,13,69,227,45.4,69.59,Science Club
STU3394,Balendra Rout,Male,20,76,95,29,81,49,330,66,94.47,Sports
STU3395,Faraj Deol,Male,19,81,38,53,70,81,323,64.6,98.4,Dance
STU3396,Matthew Hora,Male,17,69,84,30,82,55,320,64,79.14,Science Club
STU3397,Saksham Zachariah,Male,21,96,66,19,72,0,253,50.6,75.44,Science Club
STU3398,Ucchal Bhatt,Female,17,14,99,88,17,1,219,43.8,74.59,Music
STU3399,Chakrika Bail,Female,17,93,56,6,88,76,319,63.8,79.82,Science Club
STU3400,Caleb Chand,Male,18,36,71,37,16,5,165,33,60.04,Drama
STU3401,Rudra Aggarwal,Male,20,6,85,12,80,20,203,40.6,92.94,Drama
STU3402,Guneet Kar,Male,19,16,98,51,71,0,236,47.2,82.36,Dance
STU3403,Sathvik Lata,Male,22,86,70,35,19,12,222,44.4,70.24,Music
STU3404,Varsha Prakash,Female,17,96,35,87,2,64,284,56.8,68.75,Science Club
STU3405,Manan Joshi,Male,20,13,9,24,73,71,190,38,62.31,Music
STU3406,Kai Rao,Male,18,58,91,58,65,77,349,69.8,79.22,None
STU3407,Sathvik Merchant,Male,20,6,30,1,25,100,162,32.4,77.76,Drama
STU3408,Teerth Dhingra,Male,18,41,45,66,19,64,235,47,76.34,None
STU3409,Farhan Keer,Male,17,49,0,98,30,33,210,42,92.63,Drama
STU3410,Yashoda Dayal,Female,19,28,41,68,42,99,278,55.6,99.89,Drama
STU3411,Kashvi Golla,Female,19,11,48,85,95,43,282,56.4,81.29,Music
STU3412,Chaitanya Sharaf,Male,20,83,42,49,15,40,229,45.8,86,None
STU3413,Vasatika Kalla,Female,19,93,85,33,12,15,238,47.6,87.07,Dance
STU3414,Jasmit Shankar,Female,17,61,3,78,48,82,272,54.4,89.6,Music
STU3415,Ranbir Maharaj,Male,20,53,46,40,21,28,188,37.6,84.98,Music
STU3416,Yatin Kota,Male,22,44,81,4,9,9,147,29.4,70.22,None
STU3417,Laban Bal,Male,21,24,3,7,97,18,149,29.8,92.71,Sports
STU3418,Samaksh Chandra,Male,17,83,69,10,73,49,284,56.8,63.44,Drama
STU3419,Chandran Basak,Male,20,57,17,1,99,93,267,53.4,84.6,Drama
STU3420,Ojas Prashad,Male,21,83,31,42,88,40,284,56.8,85.24,Dance
STU3421,Tripti Kalita,Female,18,14,21,74,70,45,224,44.8,83,Dance
STU3422,Yadavi Dutt,Female,20,30,54,49,97,14,244,48.8,74.5,Music
STU3423,Dev Doctor,Male,19,55,49,47,41,89,281,56.2,92.42,None
STU3424,Vasudha Rao,Female,22,5,99,82,85,90,361,72.2,94.85,None
STU3425,Ekta Vyas,Female,19,57,63,8,36,72,236,47.2,96.31,Music
