Date,Transaction ID,Customer Name,Product,Category,Quantity,Unit Price,Total Amount,Payment Method
26/01/25,3003141495,Jeremy Wade,Evening,Household,1,300.14,300.14,UPI
28/02/25,2211433075,Shelly Carr,Big,Bakery,4,47.98,191.92,Debit Card
03/02/25,4265380787,Michael Figueroa,Reduce,Personal Care,3,76.83,230.49,Credit Card
08/01/25,1036377691,Thomas Kline,Production,Frozen Foods,8,424.4,3395.2,Debit Card
27/03/25,8534876620,David White,Audience,Dairy,2,151.03,302.06,Net Banking
06/02/25,9822017340,Stephanie Matthews,Walk,Fruits & Vegetables,9,120.78,1087.02,Cash
28/01/25,1384543560,Sara Roberts,Beat,Dairy,4,141.76,567.04,Credit Card
12/02/25,4725040920,Michelle Nelson MD,Suggest,Snacks,10,315.53,3155.3,Cash
17/03/25,4823111642,Jordan Peterson,Painting,Snacks,1,102.6,102.6,Credit Card
02/03/25,6970530270,Robert Powell,Concern,Frozen Foods,5,109.87,549.35,Cash
21/02/25,9099570035,Joshua Jackson,Indicate,Beverages,3,129.67,389.01,Net Banking
08/03/25,3252076213,Bradley Tyler,Describe,Dairy,3,108.71,326.13,UPI
28/02/25,6610173771,Amanda Stewart,Power,Beverages,8,264.36,2114.88,Credit Card
07/04/25,6063316739,Marcus Thomas,Step,Bakery,6,397.14,2382.84,Debit Card
25/02/25,5539236287,Jeremy Williams,Perhaps,Household,2,185.39,370.78,UPI
20/01/25,7656565913,Tara Meadows,Western,Household,9,497.51,4477.59,Debit Card
07/02/25,4655500783,Fred Nguyen,System,Household,7,137.98,965.86,Net Banking
16/03/25,4859166709,Steven Mason,Material,Personal Care,6,435.7,2614.2,Debit Card
21/03/25,2440351136,Isaiah Horne,Small,Personal Care,1,332.16,332.16,Cash
04/04/25,5762488719,Laura Adams,Professor,Frozen Foods,2,156.37,312.74,Debit Card
10/03/25,9274957025,Michael Davidson,Debate,Bakery,4,219.36,877.44,Debit Card
15/03/25,7702787224,Robert Guzman,Buy,Household,7,36.72,257.04,Debit Card
15/02/25,3043266141,Craig Washington,Sea,Household,10,413.01,4130.1,UPI
09/02/25,3620589131,Christopher Vega,Again,Bakery,8,420.26,3362.08,Net Banking
03/03/25,7966112003,Elizabeth Smith,Season,Household,5,471.3,2356.5,Debit Card
10/02/25,7241090561,Sherri Carter,Soon,Bakery,5,119.87,599.35,Cash
04/02/25,5472414745,Trevor Wilson,Matter,Fruits & Vegetables,2,105.1,210.2,Debit Card
25/03/25,4331065124,Denise Garcia,Ahead,Household,9,416.06,3744.54,Credit Card
05/03/25,1598431524,Kelsey Martinez,Tonight,Personal Care,1,285.44,285.44,UPI
24/02/25,4013093489,Jennifer Russell,Discover,Snacks,3,357.25,1071.75,Credit Card
29/03/25,7981168882,Sherri Kennedy,Fly,Dairy,8,221.45,1771.6,Cash
09/01/25,2399354440,Russell Rodriguez,Instead,Household,5,271.51,1357.55,Debit Card
11/01/25,3819874139,Cynthia Fernandez,Open,Dairy,6,305.13,1830.78,Cash
29/03/25,4119028594,Kelly Martinez,Top,Personal Care,1,318.65,318.65,Net Banking
01/02/25,1532372396,Raymond Bennett,Option,Dairy,1,88.93,88.93,Cash
05/04/25,5796775319,Daniel Singh,Else,Household,10,262.82,2628.2,Credit Card
28/02/25,1513104771,Alexis Williams,Take,Bakery,8,254.27,2034.16,Net Banking
15/01/25,6779191005,Mrs. Lynn Thompson,Open,Frozen Foods,9,239.23,2153.07,Net Banking
24/01/25,8718251331,Grant Smith,Edge,Household,4,270.43,1081.72,Net Banking
24/02/25,5037429348,Thomas Brooks,Enjoy,Bakery,7,407.11,2849.77,Cash
13/02/25,6240048383,Lori Fisher,Sure,Dairy,8,433.1,3464.8,Cash
16/02/25,6861554813,Rebekah Williamson,Behavior,Snacks,10,182.95,1829.5,UPI
15/01/25,6195233587,Rachel Davis,Short,Beverages,7,394.93,2764.51,UPI
03/04/25,6514868402,Brandon Arnold,Tv,Household,9,400.29,3602.61,Cash
11/02/25,9207351223,Rachel Franklin,High,Dairy,9,331.24,2981.16,Debit Card
02/02/25,2288074028,Joseph Cannon,Occur,Frozen Foods,5,213.39,1066.95,Debit Card
13/01/25,4292745094,Amanda Castro,Project,Fruits & Vegetables,7,291.57,2040.99,Debit Card
08/04/25,7899045920,Kimberly Perez,Might,Frozen Foods,4,132.94,531.76,Debit Card
27/03/25,3382791515,Christopher Bryant,Simply,Bakery,3,455.5,1366.5,UPI
18/02/25,9991677161,Bobby Jackson,Already,Snacks,3,26.14,78.42,Cash
25/01/25,8659386545,Amanda Waters,Company,Frozen Foods,3,37.64,112.92,Net Banking
22/03/25,5816609362,Richard Bentley,Believe,Fruits & Vegetables,7,360.05,2520.35,Net Banking
23/01/25,1750826608,Rebecca Hall,Doctor,Frozen Foods,7,449.56,3146.92,Cash
09/04/25,1254960878,Walter Singleton,Significant,Fruits & Vegetables,3,434.63,1303.89,Credit Card
25/03/25,5510355216,Amber Gibson,Event,Dairy,3,168.13,504.39,Net Banking
05/04/25,6051623170,Adam Washington,Source,Frozen Foods,2,493.34,986.68,Debit Card
02/02/25,5555655134,George Mack,They,Dairy,1,34.56,34.56,Debit Card
08/02/25,4381762008,Justin Hicks,Husband,Household,8,43.99,351.92,Net Banking
05/02/25,9739771483,Jeremiah Walker Jr.,According,Fruits & Vegetables,6,141.72,850.32,UPI
19/02/25,8644265791,Bethany Hodge,Pull,Beverages,9,479.32,4313.88,Credit Card
08/04/25,2195715519,Alexis Chambers,Care,Dairy,7,212.84,1489.88,UPI
02/02/25,9074068061,Jeffrey Brown,Turn,Bakery,1,278.04,278.04,Credit Card
06/03/25,6052268214,Robert Baker,Social,Personal Care,3,102.14,306.42,Credit Card
24/01/25,4048027760,Karen Schmidt,Always,Fruits & Vegetables,8,321.49,2571.92,Cash
07/02/25,8689349154,Carla Thompson,Thus,Frozen Foods,1,58.68,58.68,Credit Card
12/03/25,7064805302,Mark Woods,Total,Snacks,4,12.75,51,Debit Card
22/01/25,1959851655,Nicole Davis MD,Do,Snacks,9,465.35,4188.15,Debit Card
11/02/25,4787256891,Ricardo James,Perhaps,Household,3,264.36,793.08,UPI
26/01/25,8949733236,Kelly Yang,Discussion,Frozen Foods,7,398.7,2790.9,Debit Card
05/02/25,2641290645,Frank Velasquez,Character,Fruits & Vegetables,6,238.47,1430.82,Net Banking
18/01/25,6535472062,Timothy Burns,Real,Bakery,3,494.24,1482.72,Debit Card
21/01/25,2335455340,Jennifer Hammond,Edge,Fruits & Vegetables,10,386.18,3861.8,Net Banking
16/03/25,3946340822,Mr. Adam Estrada,Bed,Frozen Foods,7,55.98,391.86,Debit Card
02/02/25,6024863899,Donald Delacruz,Your,Household,9,70.68,636.12,Net Banking
18/01/25,5750762098,Brittany Olson,Decision,Fruits & Vegetables,10,134.78,1347.8,Cash
16/02/25,7884297133,Gregory Patterson,Agency,Fruits & Vegetables,6,184.56,1107.36,Cash
04/03/25,7375299709,Megan Jones,Skin,Fruits & Vegetables,10,13.51,135.1,Net Banking
26/02/25,9021036441,Patrick Hill,Media,Dairy,1,238.27,238.27,UPI
09/04/25,2839941775,Lauren Young,Teach,Personal Care,4,150.64,602.56,Net Banking
12/01/25,7611906038,Mr. Steven Ramirez,Stop,Frozen Foods,5,215.62,1078.1,Cash
26/01/25,5148237868,Amy Morse,Walk,Dairy,5,434,2170,Cash
01/03/25,2968444245,Corey Harvey,Best,Snacks,4,232.76,931.04,UPI
19/01/25,3931444153,Eric Villa,Strong,Snacks,5,461.48,2307.4,Credit Card
28/01/25,7691736741,Mitchell Cross,Treat,Dairy,1,89.85,89.85,Cash
17/01/25,5476738848,Laura Martin,Score,Beverages,10,498.74,4987.4,Credit Card
04/03/25,1965485278,Gina Martin,Arm,Snacks,9,440.41,3963.69,Credit Card
28/01/25,3624436235,Dawn Gonzalez,Ago,Beverages,1,348.65,348.65,Cash
21/03/25,4520781513,Jeremy Shaw,Attorney,Personal Care,5,167.88,839.4,UPI
14/03/25,8887689709,Bradley Roberts,Beat,Personal Care,6,398.23,2389.38,UPI
01/02/25,7926768981,Karen Gilbert,Begin,Dairy,6,76.47,458.82,Cash
15/02/25,2886647630,Ashley Brown,Yard,Frozen Foods,10,286.4,2864,Net Banking
13/03/25,3857599616,Mr. William Merritt,That,Personal Care,6,83.84,503.04,Credit Card
10/02/25,4589693865,Daniel Anderson,Final,Frozen Foods,4,369.34,1477.36,Net Banking
20/02/25,1555223513,Todd Morgan,Affect,Bakery,1,147.6,147.6,UPI
19/02/25,4662306606,Brian Washington,Six,Snacks,6,397.04,2382.24,Net Banking
03/03/25,1220820675,Cody Burton,There,Beverages,4,498.96,1995.84,UPI
14/02/25,7416368616,Wesley Silva,Join,Snacks,6,54.38,326.28,Net Banking
23/01/25,2469286872,Nancy Li,Social,Frozen Foods,4,138.46,553.84,Credit Card
03/02/25,6632557808,Edwin Smith,Watch,Personal Care,1,13.43,13.43,UPI
06/04/25,9893384675,Cheryl Young,Rule,Beverages,8,457.58,3660.64,UPI
29/03/25,4260497926,Erica Perry,Reality,Snacks,6,334.61,2007.66,UPI
02/02/25,5568096377,Justin Conner,Radio,Beverages,2,270.52,541.04,Cash
13/01/25,4456673036,Ralph Leon,Table,Fruits & Vegetables,5,137.92,689.6,Cash
01/02/25,3689311783,Jonathan Casey,Without,Fruits & Vegetables,1,419.7,419.7,Net Banking
09/02/25,3633428967,Madeline Hamilton,Decade,Fruits & Vegetables,4,211.12,844.48,Cash
22/01/25,4822930609,Kendra Jennings,Whole,Snacks,4,338.11,1352.44,Credit Card
28/03/25,8965570819,Amy Wheeler,Wife,Personal Care,5,162.14,810.7,Credit Card
15/03/25,5745839646,Victoria Ross,Peace,Personal Care,3,376.83,1130.49,Debit Card
31/01/25,7596767759,Kenneth Thomas,Pattern,Snacks,3,422.97,1268.91,Cash
21/02/25,5803690275,Jonathan Burton,Industry,Frozen Foods,1,445.12,445.12,Credit Card
27/02/25,1502740202,Jessica Alexander,Chance,Snacks,10,111.08,1110.8,Credit Card
28/02/25,4675262972,Jeffrey White,New,Personal Care,6,21.67,130.02,Credit Card
21/02/25,4419785357,Keith Rosales,Group,Dairy,7,470.53,3293.71,Cash
18/03/25,5542271417,Nicholas Hernandez,Impact,Dairy,7,116.41,814.87,Credit Card
16/01/25,1712306310,Natasha Kelly,Congress,Bakery,6,475.46,2852.76,Cash
25/01/25,7413195942,Paul Watson,Real,Bakery,3,97.48,292.44,Cash
21/02/25,2206592317,Andrew Lewis,Too,Beverages,5,240.11,1200.55,Cash
09/03/25,5083762331,Richard Edwards,Though,Household,9,27.31,245.79,UPI
02/03/25,9119122920,William Weber,Order,Frozen Foods,6,247.4,1484.4,Debit Card
02/03/25,6785884845,John Tyler,Political,Frozen Foods,4,112.75,451,Credit Card
10/01/25,8492990792,Ronald Haynes,Get,Snacks,10,280.32,2803.2,Debit Card
23/03/25,7139550992,Heather Maxwell,Suggest,Beverages,10,218.74,2187.4,Credit Card
09/04/25,4301453565,Tyler Berry,Wall,Fruits & Vegetables,8,434.11,3472.88,Cash
10/02/25,3757237419,Melissa Sweeney,There,Snacks,9,21.46,193.14,Net Banking
19/01/25,1062255158,Kenneth Leonard,Fish,Fruits & Vegetables,3,300.93,902.79,Debit Card
06/02/25,1595004220,Amber Johnson,Phone,Household,2,238.45,476.9,Net Banking
25/03/25,3399098135,Samuel Smith,Bag,Dairy,8,288.14,2305.12,Cash
03/02/25,3289292829,Matthew Scott,Family,Snacks,6,423.04,2538.24,Net Banking
21/01/25,7166728279,Elizabeth Fleming,Could,Household,2,300.3,600.6,Debit Card
30/01/25,8520630761,Carolyn Maldonado,Situation,Household,10,87.54,875.4,Debit Card
08/02/25,9336022109,Jason George,Inside,Frozen Foods,9,226.65,2039.85,Net Banking
28/01/25,7985688601,Ethan Porter,Through,Frozen Foods,10,187.6,1876,Credit Card
03/02/25,3226341907,Chloe Miles,Finish,Personal Care,8,468.03,3744.24,UPI
01/02/25,2303375405,Anthony Woods,Do,Bakery,8,104.16,833.28,Cash
15/02/25,3034151135,Miranda Harris,Turn,Snacks,2,184.39,368.78,Cash
21/03/25,8192623596,Abigail Mitchell,Maintain,Dairy,2,298.66,597.32,Net Banking
15/01/25,8749942614,Ryan Olsen,True,Beverages,2,379.03,758.06,UPI
14/02/25,4280270691,Nancy Smith PhD,Perform,Fruits & Vegetables,1,183.27,183.27,Debit Card
04/04/25,6372130708,Zachary Johnson,Art,Fruits & Vegetables,3,401.56,1204.68,Cash
05/04/25,9964451780,Linda Gibson,War,Frozen Foods,6,353.72,2122.32,UPI
05/02/25,4462212911,Sandra Thompson,Cover,Household,7,442.91,3100.37,Debit Card
26/01/25,2378386200,Isaiah Butler,Gun,Snacks,10,305.98,3059.8,UPI
16/01/25,4775163413,Tony Yang,Consumer,Bakery,9,76.77,690.93,Net Banking
18/02/25,5737753841,Robert Lopez,Pay,Personal Care,2,57.09,114.18,Credit Card
20/01/25,8547229831,Noah Graham,Nature,Dairy,3,354.61,1063.83,UPI
30/01/25,1251266923,Christine Simmons,Remember,Snacks,2,491.05,982.1,Cash
05/04/25,4636112601,Aaron Johnson,Method,Personal Care,2,173.84,347.68,Debit Card
15/01/25,1292325652,Melissa Allen,Significant,Snacks,2,216.86,433.72,UPI
06/04/25,3604001673,Jasmine Allen PhD,Religious,Personal Care,4,285.61,1142.44,Cash
23/01/25,5260587320,Nicole Johnson,Nation,Snacks,5,275.73,1378.65,Net Banking
22/01/25,5586137156,Brian Pierce,Himself,Beverages,10,357.39,3573.9,Net Banking
03/03/25,2095595422,Paige Gill,Candidate,Personal Care,1,359.09,359.09,Cash
25/02/25,6344033870,Sandra Barnes,Here,Bakery,7,487.42,3411.94,UPI
19/03/25,2593939856,John Perry,But,Fruits & Vegetables,3,46.97,140.91,UPI
17/03/25,3156868830,Charlene Dyer,Which,Household,9,408.96,3680.64,Credit Card
19/01/25,1522770410,Marc Conway,Way,Frozen Foods,10,477.28,4772.8,Net Banking
02/04/25,1436046132,Stephanie Ware,Nice,Snacks,3,341.14,1023.42,Credit Card
03/03/25,4118179587,Edward Lopez,Rather,Snacks,10,249.68,2496.8,Credit Card
12/01/25,8251086248,Thomas Reynolds,Run,Frozen Foods,8,34.32,274.56,Debit Card
04/02/25,9571611871,Heather Williams,Area,Snacks,2,70.99,141.98,UPI
27/02/25,3177753913,Robin Andrade,Charge,Household,10,150.95,1509.5,Net Banking
07/03/25,6212198460,Thomas Hernandez,Impact,Household,6,425.47,2552.82,Debit Card
08/04/25,1480180177,Nathan Garner,Current,Beverages,8,112.73,901.84,Credit Card
05/04/25,4654798175,Barbara Oliver,Other,Beverages,3,301.6,904.8,Credit Card
10/02/25,5073377634,Brad Kim,Maybe,Frozen Foods,8,121.76,974.08,UPI
04/03/25,1961804176,Jamie Underwood,Seem,Household,3,257.93,773.79,Cash
12/03/25,9878132117,Tina Jackson,Only,Fruits & Vegetables,6,437.78,2626.68,Cash
28/01/25,6422883297,Melissa Rogers,Job,Bakery,10,408.1,4081,Credit Card
06/04/25,1868950691,Kristina Bass,Talk,Beverages,7,131.8,922.6,Debit Card
20/03/25,6551792654,Nicholas Bennett,Professor,Frozen Foods,9,398.3,3584.7,Net Banking
23/02/25,3216105525,Cheryl Vargas,Service,Snacks,4,303.67,1214.68,Credit Card
21/02/25,8097899561,Michele Smith DDS,She,Fruits & Vegetables,5,245.18,1225.9,Credit Card
21/02/25,1952983129,Mr. Adam Lopez PhD,And,Personal Care,2,433.81,867.62,Credit Card
17/01/25,6894101352,Phillip Koch,Imagine,Dairy,2,409.42,818.84,Debit Card
17/01/25,7065389918,Robert Thomas,One,Beverages,2,469.85,939.7,Cash
21/01/25,8408143081,Peter Wyatt,Drive,Dairy,2,101.91,203.82,Debit Card
24/02/25,4344141393,Courtney Bailey,Game,Household,3,410.65,1231.95,UPI
26/01/25,6827719058,Kyle Perez DDS,Center,Bakery,3,495.33,1485.99,Debit Card
12/03/25,9889017466,Pamela Myers,Under,Bakery,3,320.28,960.84,UPI
18/02/25,6338624095,John Shelton,Few,Fruits & Vegetables,10,36.66,366.6,UPI
03/02/25,6491829506,Rebecca Taylor,Make,Frozen Foods,10,171.27,1712.7,Debit Card
04/03/25,3862820948,Jesus Green,Appear,Snacks,6,218.17,1309.02,Net Banking
17/03/25,2027670599,Mark Cabrera,Among,Household,5,439.59,2197.95,Net Banking
16/01/25,3746161753,Timothy Valdez,Break,Personal Care,8,232.48,1859.84,Cash
02/03/25,4770073117,Dr. Jennifer Bennett,Dark,Personal Care,5,317.08,1585.4,UPI
03/04/25,7853027299,Ashlee Bishop,Second,Dairy,2,339.77,679.54,Cash
23/02/25,9732548199,Amanda Price,Forget,Bakery,3,200.38,601.14,UPI
29/01/25,6569225991,Michael Chavez,Race,Dairy,4,490.14,1960.56,Debit Card
13/03/25,3527228731,Justin Lopez,Spring,Frozen Foods,8,310.39,2483.12,Cash
27/02/25,8447321689,Melanie Pratt,Enter,Bakery,1,275.4,275.4,UPI
11/02/25,4271558901,Carlos Moore,Cell,Personal Care,6,390.36,2342.16,Credit Card
20/02/25,6815812305,Autumn Kelly,Purpose,Snacks,10,123.33,1233.3,Debit Card
06/02/25,2929877947,Emily Martin,Child,Snacks,8,361.25,2890,Debit Card
08/04/25,3921809224,Matthew Garcia,Response,Bakery,2,329.32,658.64,UPI
17/01/25,4475625797,Ashley Small,Thing,Personal Care,7,349.65,2447.55,Debit Card
26/02/25,2483148006,Tony Guzman,Hand,Personal Care,5,71.06,355.3,Credit Card
20/03/25,7317472888,Steven Davenport,Buy,Household,7,390.9,2736.3,Cash
01/02/25,6211611425,Harold Oneal,Team,Fruits & Vegetables,6,354.96,2129.76,Cash
05/03/25,4847029985,Troy Ballard,Provide,Bakery,2,230.47,460.94,UPI
03/04/25,4873551532,Lindsay Love,Can,Frozen Foods,6,75.31,451.86,UPI
31/01/25,4511236268,Lori Cobb,Mission,Household,5,457.73,2288.65,Debit Card
17/03/25,9954896853,Janet Huffman DDS,Build,Fruits & Vegetables,7,457.54,3202.78,UPI
26/03/25,9751717489,Margaret Graves,Idea,Household,4,205.23,820.92,Credit Card
01/04/25,7757541953,Lisa Smith,International,Beverages,6,432.8,2596.8,Debit Card
11/01/25,5216369076,Michelle Franklin,Radio,Bakery,9,448.27,4034.43,Net Banking
22/01/25,8366172106,Julie Blake,Drive,Household,1,24.71,24.71,UPI
13/03/25,1193356711,Amanda Hahn,Thought,Personal Care,9,38.15,343.35,Cash
13/03/25,7432712770,Jose Welch,Stock,Snacks,4,454.44,1817.76,Debit Card
14/02/25,7140384454,Gabriella Hoover,Others,Personal Care,5,248.82,1244.1,Debit Card
07/03/25,4453656257,Andrea Thompson,Federal,Dairy,1,127.04,127.04,Credit Card
23/02/25,2044314234,Gabriela Ibarra,She,Personal Care,3,152.11,456.33,Debit Card
19/02/25,4373389234,Tyler Torres,See,Beverages,8,49.37,394.96,UPI
23/02/25,7215871342,Cynthia Rodriguez,Court,Household,1,81.6,81.6,Debit Card
08/01/25,8688982243,Megan Martinez,Man,Bakery,6,158.34,950.04,Credit Card
01/03/25,8652481594,Melissa Myers,Son,Dairy,10,465.08,4650.8,Debit Card
29/03/25,3318960771,Jeffrey Newton,Truth,Household,3,396.49,1189.47,Debit Card
08/04/25,6790960223,Theresa Gonzales,Season,Snacks,2,81.04,162.08,Cash
08/02/25,3944600082,Erin Grant,Question,Frozen Foods,5,91.61,458.05,Net Banking
05/03/25,4119337050,Kayla Miller,Middle,Household,7,74.52,521.64,Net Banking
25/02/25,7557227163,Anna Sullivan,Necessary,Frozen Foods,9,340.37,3063.33,UPI
26/02/25,4746717364,Nicholas Franklin,General,Personal Care,2,105.24,210.48,Net Banking
19/03/25,9223122976,Taylor Shaw,Particularly,Snacks,3,391.9,1175.7,Debit Card
03/02/25,6990514015,Jeffrey Carroll,Research,Dairy,8,274.3,2194.4,Cash
05/02/25,7120406708,James George,Compare,Snacks,5,427.98,2139.9,Cash
15/03/25,6564194403,Billy Cortez,Appear,Snacks,4,437.17,1748.68,Cash
01/03/25,7518910135,Daniel Mcdowell,Throughout,Fruits & Vegetables,6,442.34,2654.04,Net Banking
16/03/25,2538121287,Kurt Lewis,Join,Dairy,2,356.33,712.66,UPI
12/02/25,5183907053,Kirsten Thompson,Board,Dairy,5,306.19,1530.95,Credit Card
21/03/25,3598525476,Diane Downs,May,Snacks,5,80.92,404.6,Cash
04/03/25,4344464696,Mrs. Melissa Munoz,Official,Snacks,6,13.87,83.22,Cash
23/01/25,8538413357,Latoya Mclaughlin,Four,Fruits & Vegetables,5,130.48,652.4,UPI
04/03/25,5856726037,Katherine Hall,System,Frozen Foods,1,424.04,424.04,Debit Card
18/03/25,9190408282,Kevin Green,If,Beverages,9,209.34,1884.06,Cash
07/02/25,7198594975,Angela Robbins,Arm,Beverages,7,175.06,1225.42,Debit Card
28/01/25,6317544175,Hannah Cook,Future,Personal Care,3,188.1,564.3,UPI
10/03/25,8835456762,Matthew Bonilla,Better,Personal Care,2,333.64,667.28,Net Banking
21/03/25,5772786640,Roy Daniels,Gun,Frozen Foods,7,187.27,1310.89,Net Banking
17/03/25,7796614992,Alexis Singh,Education,Fruits & Vegetables,1,15.87,15.87,Credit Card
11/03/25,5511459424,Jason Johnson,Business,Household,2,478.72,957.44,Cash
03/04/25,3032632954,William Huffman,New,Household,2,134.48,268.96,Debit Card
27/03/25,3567114114,Jason Marquez,Argue,Snacks,9,472.1,4248.9,UPI
08/04/25,3589779874,Christopher Kline,Middle,Dairy,6,81.3,487.8,UPI
29/01/25,8368873939,Patrick Clark,Rich,Beverages,7,402.17,2815.19,UPI
13/01/25,4016562552,Elijah Woods,Major,Bakery,6,325.58,1953.48,Debit Card
31/03/25,3418734588,Kathleen Harris,Mention,Beverages,2,10.42,20.84,Credit Card
13/01/25,7231281432,Jennifer Hardin,Doctor,Snacks,7,220.78,1545.46,Debit Card
01/04/25,1009175665,Barbara Vargas,Sort,Beverages,8,347.35,2778.8,Debit Card
17/03/25,8017515286,Stephanie Rose,Reduce,Dairy,8,404.96,3239.68,Net Banking
25/02/25,1125298476,Amy Anderson,Side,Snacks,9,230.33,2072.97,UPI
20/01/25,1231441367,Shelly Edwards,Sure,Frozen Foods,9,322.76,2904.84,Net Banking
08/02/25,3936069238,Margaret Richardson,About,Snacks,9,171.75,1545.75,Net Banking
04/02/25,8588003884,Tony Matthews,Plan,Snacks,6,75.6,453.6,UPI
20/02/25,1042880635,Clarence Brown,One,Snacks,2,134.14,268.28,UPI
09/02/25,8766364564,Marissa Burns,This,Beverages,2,477.79,955.58,Cash
19/01/25,1245280613,Amanda Mercer,Need,Household,1,13.18,13.18,Cash
18/01/25,6342440616,Gina Peterson,Station,Beverages,7,16.42,114.94,Credit Card
30/01/25,5588526493,Kristin Ford,Subject,Bakery,7,409.23,2864.61,UPI
07/02/25,1152497418,Valerie Burns,Others,Personal Care,2,200.36,400.72,Net Banking
07/04/25,9187499326,Brandi Scott,Beyond,Frozen Foods,10,97.91,979.1,Credit Card
04/02/25,2835281622,Eric Clayton,Enjoy,Fruits & Vegetables,9,48.25,434.25,Net Banking
12/01/25,3160660943,William Owens,Heavy,Personal Care,1,110.11,110.11,Debit Card
24/03/25,2401807003,Elijah Villanueva,Real,Snacks,9,416.12,3745.08,Net Banking
20/03/25,6527122510,Steven Green,Pass,Bakery,8,401.21,3209.68,Net Banking
29/01/25,5875290251,Sherry Beck,Exist,Personal Care,5,239.79,1198.95,UPI
11/02/25,7850201070,Keith Hayes,Require,Snacks,2,168.29,336.58,Cash
31/01/25,1107417325,David Harvey,Congress,Beverages,5,144.46,722.3,Debit Card
30/03/25,3146958892,Mario Grant,Alone,Beverages,6,138.51,831.06,Debit Card
29/01/25,8143861469,Rita Cook,Sign,Beverages,1,20.15,20.15,Debit Card
14/01/25,9310716349,Katie Green,Cell,Household,8,120.38,963.04,Credit Card
07/04/25,4977245508,Christy Boyer,Law,Frozen Foods,5,376.75,1883.75,Net Banking
21/02/25,2149067326,James Reid,Record,Household,6,406.1,2436.6,Debit Card
14/02/25,4638135177,Lauren Hanna,Church,Dairy,3,102.86,308.58,Cash
04/04/25,2826399916,Bryan Allen,Main,Personal Care,1,338.81,338.81,Credit Card
25/01/25,5635501922,Kimberly Sullivan,Local,Personal Care,6,319.75,1918.5,Cash
16/01/25,2081962390,Christopher Miller,Late,Fruits & Vegetables,9,169.35,1524.15,Debit Card
08/02/25,3080345669,Stephen Andrews,Trade,Bakery,6,404.75,2428.5,Cash
31/03/25,9436142254,Monica Fernandez,Kid,Beverages,8,154.37,1234.96,Net Banking
13/03/25,9594703470,Kyle Ellis,Join,Household,7,131.68,921.76,Credit Card
18/02/25,7054857134,Alan Mendoza,Food,Fruits & Vegetables,8,341.06,2728.48,UPI
19/03/25,7244597306,Wendy Dawson,Firm,Frozen Foods,3,483.22,1449.66,Debit Card
17/02/25,8764034219,Sarah Russo,About,Frozen Foods,5,223.8,1119,Net Banking
28/03/25,1108840594,Alicia Rogers,Together,Household,10,316.77,3167.7,Debit Card
13/02/25,3963278550,Christopher Short,Participant,Dairy,9,332.75,2994.75,Net Banking
01/04/25,9672347982,Melanie Marshall,There,Beverages,1,229.43,229.43,Credit Card
31/01/25,9357283340,Madison Harrell,Treat,Beverages,2,487.66,975.32,Debit Card
15/02/25,7046228734,Elizabeth Roberson,Million,Dairy,3,82.48,247.44,Debit Card
25/03/25,3692753180,Colleen Diaz,Some,Dairy,6,98.01,588.06,Cash
08/03/25,9237402538,Tanya Davis,Audience,Personal Care,10,39.48,394.8,Cash
07/03/25,9243901371,David Martinez,Economy,Dairy,1,175.71,175.71,UPI
26/02/25,8469963254,Lisa Brown,Reduce,Frozen Foods,7,358.19,2507.33,Net Banking
18/03/25,3385188919,Donna Hammond,Involve,Dairy,5,408.51,2042.55,Cash
26/03/25,6069235344,Nicole Garcia,Early,Household,1,388.15,388.15,Debit Card
20/02/25,2833823611,Pamela Garcia,Must,Household,8,494.65,3957.2,Net Banking
03/04/25,4934490334,Nicole Davila,Write,Snacks,4,458.68,1834.72,Credit Card
02/03/25,3328607564,Joshua Smith,Travel,Household,3,423.5,1270.5,Credit Card
20/01/25,4244942762,Tyler Smith,Dinner,Dairy,1,158.74,158.74,Cash
05/04/25,2429896127,Nicholas Oneill,Box,Dairy,10,25.83,258.3,Credit Card
15/02/25,9008666456,Jesse Bailey,Color,Bakery,8,285.74,2285.92,Net Banking
29/03/25,9831224539,Andrew Pena,Else,Dairy,9,163.43,1470.87,Credit Card
17/03/25,8055202535,Joann Wells,Send,Snacks,1,46.06,46.06,Net Banking
02/04/25,4848210470,Heidi Johnson,Maybe,Snacks,8,168.06,1344.48,Credit Card
09/02/25,9231191511,Allison Fuller,Player,Frozen Foods,6,389.98,2339.88,Cash
08/01/25,4728909444,Amanda Roberts,Report,Household,10,326.93,3269.3,UPI
30/01/25,4740453532,Eric Smith,Require,Beverages,8,51.34,410.72,UPI
26/03/25,1347306806,Ms. Jacqueline Leonard,Year,Dairy,8,114.77,918.16,Credit Card
12/03/25,3001867565,Emma Thornton,Building,Frozen Foods,5,173.65,868.25,Net Banking
11/02/25,8191292124,Jaime Ford,Stop,Bakery,6,464.97,2789.82,Cash
23/03/25,3702396029,Robin Smith,Onto,Fruits & Vegetables,4,373.8,1495.2,Debit Card
28/01/25,6580850469,Margaret Smith,Expert,Household,10,234.32,2343.2,Net Banking
04/02/25,6216589818,Kenneth Calderon,Live,Household,9,236.7,2130.3,Cash
06/04/25,2011442354,Christina Nelson,Example,Frozen Foods,8,183.01,1464.08,Credit Card
06/02/25,8479412260,Joshua Norman,Friend,Personal Care,10,217.6,2176,UPI
